FID,the_geom,CATEGORY,NAME
power_towers.15886,POINT (31.6507101 29.9068453),Government and Public Services,Power Tower
power_towers.15887,POINT (31.6507379 30.3210856),Government and Public Services,Power Tower
power_towers.15888,POINT (31.6507885 30.7016765),Government and Public Services,Power Tower
power_towers.15889,POINT (31.6508335 30.1082068),Government and Public Services,Power Tower
power_towers.15890,POINT (31.6508822 30.5322052),Government and Public Services,Power Tower
power_towers.15891,POINT (31.6509032 26.5323827),Government and Public Services,Power Tower
power_towers.15892,POINT (31.6509246 31.3365572),Government and Public Services,Power Tower
power_towers.15893,POINT (31.6509517 30.1129408),Government and Public Services,Power Tower
power_towers.15894,POINT (31.6511285 26.5270794),Government and Public Services,Power Tower
power_towers.15895,POINT (31.6512678 31.4006495),Government and Public Services,Power Tower
power_towers.15896,POINT (31.6513645 26.533088),Government and Public Services,Power Tower
power_towers.15897,POINT (31.6515805 31.2120594),Government and Public Services,Power Tower
power_towers.15898,POINT (31.6517702 31.076777),Government and Public Services,Power Tower
power_towers.15899,POINT (31.651963 30.4680046),Government and Public Services,Power Tower
power_towers.15900,POINT (31.6521209 26.5253654),Government and Public Services,Power Tower
power_towers.15901,POINT (31.6522604 30.4676049),Government and Public Services,Power Tower
power_towers.15902,POINT (31.6522657 26.530981),Government and Public Services,Power Tower
power_towers.15903,POINT (31.6523579 31.0829643),Government and Public Services,Power Tower
power_towers.15904,POINT (31.6523757 30.1119932),Government and Public Services,Power Tower
power_towers.15905,POINT (31.6525749 30.3176307),Government and Public Services,Power Tower
power_towers.15906,POINT (31.6525946 31.3409347),Government and Public Services,Power Tower
power_towers.15907,POINT (31.6526426 31.20654),Government and Public Services,Power Tower
power_towers.15908,POINT (31.6526767 30.8282719),Government and Public Services,Power Tower
power_towers.15909,POINT (31.6527904 30.3190481),Government and Public Services,Power Tower
power_towers.15910,POINT (31.6528038 31.3385341),Government and Public Services,Power Tower
power_towers.15911,POINT (31.6529533 31.1861779),Government and Public Services,Power Tower
power_towers.15912,POINT (31.6529762 30.1690672),Government and Public Services,Power Tower
power_towers.15913,POINT (31.6530132 30.1708025),Government and Public Services,Power Tower
power_towers.15914,POINT (31.6530328 26.5313796),Government and Public Services,Power Tower
power_towers.15915,POINT (31.6531425 30.1124315),Government and Public Services,Power Tower
power_towers.15916,POINT (31.6533688 30.7026776),Government and Public Services,Power Tower
power_towers.15917,POINT (31.6535009 31.2129635),Government and Public Services,Power Tower
power_towers.15918,POINT (31.6535175 26.5412803),Government and Public Services,Power Tower
power_towers.15919,POINT (31.65356 29.9126338),Government and Public Services,Power Tower
power_towers.15920,POINT (31.6536297 29.9121735),Government and Public Services,Power Tower
power_towers.15921,POINT (31.6537737 30.5307497),Government and Public Services,Power Tower
power_towers.15922,POINT (31.6538005 26.529426),Government and Public Services,Power Tower
power_towers.15923,POINT (31.6538677 31.0784726),Government and Public Services,Power Tower
power_towers.15924,POINT (31.6539048 26.5310388),Government and Public Services,Power Tower
power_towers.15925,POINT (31.6539358 29.9092857),Government and Public Services,Power Tower
power_towers.15926,POINT (31.6540311 30.298521),Government and Public Services,Power Tower
power_towers.15927,POINT (31.6543448 30.4696231),Government and Public Services,Power Tower
power_towers.15928,POINT (31.6543527 26.5250921),Government and Public Services,Power Tower
power_towers.15929,POINT (31.6545418 31.3433583),Government and Public Services,Power Tower
power_towers.15930,POINT (31.6546538 30.1076027),Government and Public Services,Power Tower
power_towers.15931,POINT (31.6547739 30.4692946),Government and Public Services,Power Tower
power_towers.15932,POINT (31.6548047 31.3406781),Government and Public Services,Power Tower
power_towers.15933,POINT (31.6548121 30.3154868),Government and Public Services,Power Tower
power_towers.15934,POINT (31.6548405 31.4006953),Government and Public Services,Power Tower
power_towers.15935,POINT (31.6548634 30.3170194),Government and Public Services,Power Tower
power_towers.15936,POINT (31.6549006 31.0848982),Government and Public Services,Power Tower
power_towers.15937,POINT (31.6549503 29.7045182),Government and Public Services,Power Tower
power_towers.15938,POINT (31.6549499 30.1114246),Government and Public Services,Power Tower
power_towers.15939,POINT (31.6550156 30.8285851),Government and Public Services,Power Tower
power_towers.15940,POINT (31.6552808 26.5295702),Government and Public Services,Power Tower
power_towers.15941,POINT (31.6553235 31.205676),Government and Public Services,Power Tower
power_towers.15942,POINT (31.6553665 31.1850957),Government and Public Services,Power Tower
power_towers.15943,POINT (31.6555823 31.2139364),Government and Public Services,Power Tower
power_towers.15944,POINT (31.6557153 26.5231578),Government and Public Services,Power Tower
power_towers.15945,POINT (31.6559406 26.5294068),Government and Public Services,Power Tower
power_towers.15946,POINT (31.6559705 30.7036644),Government and Public Services,Power Tower
power_towers.15947,POINT (31.6560043 30.1118037),Government and Public Services,Power Tower
power_towers.15948,POINT (31.6560587 30.1665606),Government and Public Services,Power Tower
power_towers.15949,POINT (31.6560583 31.0803108),Government and Public Services,Power Tower
power_towers.15950,POINT (31.6560801 26.5270693),Government and Public Services,Power Tower
power_towers.15951,POINT (31.6561079 30.168296),Government and Public Services,Power Tower
power_towers.15952,POINT (31.6562685 31.1827543),Government and Public Services,Power Tower
power_towers.15953,POINT (31.6565641 29.9125036),Government and Public Services,Power Tower
power_towers.15954,POINT (31.6566461 30.4711581),Government and Public Services,Power Tower
power_towers.15955,POINT (31.6567359 31.3427307),Government and Public Services,Power Tower
power_towers.15956,POINT (31.6568108 29.9129544),Government and Public Services,Power Tower
power_towers.15957,POINT (31.6568417 26.5417435),Government and Public Services,Power Tower
power_towers.15958,POINT (31.6569612 31.346373),Government and Public Services,Power Tower
power_towers.15959,POINT (31.6569775 30.3149552),Government and Public Services,Power Tower
power_towers.15960,POINT (31.6570288 30.3132897),Government and Public Services,Power Tower
power_towers.15961,POINT (31.6570646 30.4708391),Government and Public Services,Power Tower
power_towers.15962,POINT (31.6572073 31.1803446),Government and Public Services,Power Tower
power_towers.15963,POINT (31.6573146 31.0867082),Government and Public Services,Power Tower
power_towers.15964,POINT (31.6573407 26.5279095),Government and Public Services,Power Tower
power_towers.15965,POINT (31.657341 30.528952),Government and Public Services,Power Tower
power_towers.15966,POINT (31.6573789 30.298521),Government and Public Services,Power Tower
power_towers.15967,POINT (31.6574158 26.5282021),Government and Public Services,Power Tower
power_towers.15968,POINT (31.6575551 31.2148615),Government and Public Services,Power Tower
power_towers.15969,POINT (31.6575853 31.0815829),Government and Public Services,Power Tower
power_towers.15970,POINT (31.657641 30.8289737),Government and Public Services,Power Tower
power_towers.15971,POINT (31.657748 31.4007276),Government and Public Services,Power Tower
power_towers.15972,POINT (31.6577967 26.5229418),Government and Public Services,Power Tower
power_towers.15973,POINT (31.657798 30.1108442),Government and Public Services,Power Tower
power_towers.15974,POINT (31.658054 31.2056623),Government and Public Services,Power Tower
power_towers.15975,POINT (31.6580771 29.9123829),Government and Public Services,Power Tower
power_towers.15976,POINT (31.6581721 31.1779546),Government and Public Services,Power Tower
power_towers.15977,POINT (31.6583508 30.1070104),Government and Public Services,Power Tower
power_towers.15978,POINT (31.6585621 30.1636857),Government and Public Services,Power Tower
power_towers.15979,POINT (31.6586617 31.3447695),Government and Public Services,Power Tower
power_towers.15980,POINT (31.658857 30.165892),Government and Public Services,Power Tower
power_towers.15981,POINT (31.658867 30.4726697),Government and Public Services,Power Tower
power_towers.15982,POINT (31.6589246 31.348824),Government and Public Services,Power Tower
power_towers.15983,POINT (31.6589454 31.1759937),Government and Public Services,Power Tower
power_towers.15984,POINT (31.6589582 30.1643537),Government and Public Services,Power Tower
power_towers.15985,POINT (31.6589983 26.5211034),Government and Public Services,Power Tower
power_towers.15986,POINT (31.6590068 30.1660147),Government and Public Services,Power Tower
power_towers.15987,POINT (31.65903 30.3129087),Government and Public Services,Power Tower
power_towers.15988,POINT (31.6590327 29.703796),Government and Public Services,Power Tower
power_towers.15989,POINT (31.659058 31.1729828),Government and Public Services,Power Tower
power_towers.15990,POINT (31.6590601 30.4721984),Government and Public Services,Power Tower
power_towers.15991,POINT (31.659125 30.1660964),Government and Public Services,Power Tower
power_towers.15992,POINT (31.6591646 26.5254425),Government and Public Services,Power Tower
power_towers.15993,POINT (31.6591868 31.1706327),Government and Public Services,Power Tower
power_towers.15994,POINT (31.6592075 26.5263928),Government and Public Services,Power Tower
power_towers.15995,POINT (31.659216 30.7039274),Government and Public Services,Power Tower
power_towers.15996,POINT (31.6592788 30.3111058),Government and Public Services,Power Tower
power_towers.15997,POINT (31.6592933 31.168371),Government and Public Services,Power Tower
power_towers.15998,POINT (31.6593321 29.9127965),Government and Public Services,Power Tower
power_towers.15999,POINT (31.659359 30.1110338),Government and Public Services,Power Tower
power_towers.16000,POINT (31.6594113 31.165594),Government and Public Services,Power Tower
power_towers.16001,POINT (31.6594715 31.2157623),Government and Public Services,Power Tower
power_towers.16002,POINT (31.659514 31.1632931),Government and Public Services,Power Tower
power_towers.16003,POINT (31.6595883 31.1612789),Government and Public Services,Power Tower
power_towers.16004,POINT (31.6596528 26.5263988),Government and Public Services,Power Tower
power_towers.16005,POINT (31.6596928 30.1609689),Government and Public Services,Power Tower
power_towers.16006,POINT (31.6599436 29.9132522),Government and Public Services,Power Tower
power_towers.16007,POINT (31.6599617 31.0835585),Government and Public Services,Power Tower
power_towers.16008,POINT (31.6601417 31.0888355),Government and Public Services,Power Tower
power_towers.16009,POINT (31.6601478 29.9138802),Government and Public Services,Power Tower
power_towers.16010,POINT (31.6601623 26.5422017),Government and Public Services,Power Tower
power_towers.16011,POINT (31.660276 30.1607836),Government and Public Services,Power Tower
power_towers.16012,POINT (31.6602835 30.8293542),Government and Public Services,Power Tower
power_towers.16013,POINT (31.6602879 30.1585093),Government and Public Services,Power Tower
power_towers.16014,POINT (31.6603593 30.1635725),Government and Public Services,Power Tower
power_towers.16015,POINT (31.6604427 31.3466982),Government and Public Services,Power Tower
power_towers.16016,POINT (31.6606077 26.5212138),Government and Public Services,Power Tower
power_towers.16017,POINT (31.6606713 31.3993921),Government and Public Services,Power Tower
power_towers.16018,POINT (31.6606991 30.5272469),Government and Public Services,Power Tower
power_towers.16019,POINT (31.6607762 30.2984354),Government and Public Services,Power Tower
power_towers.16020,POINT (31.6608104 30.1102283),Government and Public Services,Power Tower
power_towers.16021,POINT (31.6608473 30.1558541),Government and Public Services,Power Tower
power_towers.16022,POINT (31.6610021 30.1576963),Government and Public Services,Power Tower
power_towers.16023,POINT (31.6610378 30.1606704),Government and Public Services,Power Tower
power_towers.16024,POINT (31.6610491 30.3108733),Government and Public Services,Power Tower
power_towers.16025,POINT (31.6610862 31.2056639),Government and Public Services,Power Tower
power_towers.16026,POINT (31.6611921 31.3517402),Government and Public Services,Power Tower
power_towers.16027,POINT (31.6613234 30.1631197),Government and Public Services,Power Tower
power_towers.16028,POINT (31.6614116 31.4004634),Government and Public Services,Power Tower
power_towers.16029,POINT (31.6614284 26.5246071),Government and Public Services,Power Tower
power_towers.16030,POINT (31.6614671 31.2166982),Government and Public Services,Power Tower
power_towers.16031,POINT (31.6614875 30.153085),Government and Public Services,Power Tower
power_towers.16032,POINT (31.6614981 30.3089242),Government and Public Services,Power Tower
power_towers.16033,POINT (31.6616805 26.5233018),Government and Public Services,Power Tower
power_towers.16034,POINT (31.6617329 30.106738),Government and Public Services,Power Tower
power_towers.16035,POINT (31.6617553 30.1104889),Government and Public Services,Power Tower
power_towers.16036,POINT (31.6618129 30.1539493),Government and Public Services,Power Tower
power_towers.16037,POINT (31.6619573 31.0851983),Government and Public Services,Power Tower
power_towers.16038,POINT (31.6620406 31.1598457),Government and Public Services,Power Tower
power_towers.16039,POINT (31.6620614 26.5192072),Government and Public Services,Power Tower
power_towers.16040,POINT (31.6620686 30.150512),Government and Public Services,Power Tower
power_towers.16041,POINT (31.6622599 26.5243049),Government and Public Services,Power Tower
power_towers.16042,POINT (31.6623471 31.348714),Government and Public Services,Power Tower
power_towers.16043,POINT (31.6623914 30.4721611),Government and Public Services,Power Tower
power_towers.16044,POINT (31.6624099 29.9135182),Government and Public Services,Power Tower
power_towers.16045,POINT (31.6625568 30.1506728),Government and Public Services,Power Tower
power_towers.16046,POINT (31.6626794 31.2182945),Government and Public Services,Power Tower
power_towers.16047,POINT (31.6627479 29.9158475),Government and Public Services,Power Tower
power_towers.16048,POINT (31.6627474 31.4001154),Government and Public Services,Power Tower
power_towers.16049,POINT (31.6627663 29.7031295),Government and Public Services,Power Tower
power_towers.16050,POINT (31.6627777 30.4726099),Government and Public Services,Power Tower
power_towers.16051,POINT (31.6627833 30.704232),Government and Public Services,Power Tower
power_towers.16052,POINT (31.6628029 29.9131729),Government and Public Services,Power Tower
power_towers.16053,POINT (31.6628691 30.8297275),Government and Public Services,Power Tower
power_towers.16054,POINT (31.6628835 30.3090349),Government and Public Services,Power Tower
power_towers.16055,POINT (31.6629365 31.0909438),Government and Public Services,Power Tower
power_towers.16056,POINT (31.6630459 30.1463699),Government and Public Services,Power Tower
power_towers.16057,POINT (31.6632159 30.1580359),Government and Public Services,Power Tower
power_towers.16058,POINT (31.6633341 31.3538129),Government and Public Services,Power Tower
power_towers.16059,POINT (31.6635135 30.1604646),Government and Public Services,Power Tower
power_towers.16060,POINT (31.6635419 26.5426817),Government and Public Services,Power Tower
power_towers.16061,POINT (31.663548 30.146386),Government and Public Services,Power Tower
power_towers.16062,POINT (31.6636596 30.1436359),Government and Public Services,Power Tower
power_towers.16063,POINT (31.66373 30.5257128),Government and Public Services,Power Tower
power_towers.16064,POINT (31.663743 30.3067424),Government and Public Services,Power Tower
power_towers.16065,POINT (31.6638092 30.1096005),Government and Public Services,Power Tower
power_towers.16066,POINT (31.6638884 31.0868157),Government and Public Services,Power Tower
power_towers.16067,POINT (31.6638918 31.2198726),Government and Public Services,Power Tower
power_towers.16068,POINT (31.6639497 26.5225816),Government and Public Services,Power Tower
power_towers.16069,POINT (31.6641214 26.52118),Government and Public Services,Power Tower
power_towers.16070,POINT (31.6641278 30.2983833),Government and Public Services,Power Tower
power_towers.16071,POINT (31.6641989 30.1436198),Government and Public Services,Power Tower
power_towers.16072,POINT (31.6642514 31.3507802),Government and Public Services,Power Tower
power_towers.16073,POINT (31.6642552 31.2056577),Government and Public Services,Power Tower
power_towers.16074,POINT (31.6643145 26.518905),Government and Public Services,Power Tower
power_towers.16075,POINT (31.6645337 30.1401138),Government and Public Services,Power Tower
power_towers.16076,POINT (31.6645987 31.1583502),Government and Public Services,Power Tower
power_towers.16077,POINT (31.6646356 31.400253),Government and Public Services,Power Tower
power_towers.16078,POINT (31.6647716 29.9154978),Government and Public Services,Power Tower
power_towers.16079,POINT (31.6648465 30.1588798),Government and Public Services,Power Tower
power_towers.16080,POINT (31.6648885 26.5221832),Government and Public Services,Power Tower
power_towers.16081,POINT (31.6649231 30.3070193),Government and Public Services,Power Tower
power_towers.16082,POINT (31.6650011 26.5173688),Government and Public Services,Power Tower
power_towers.16083,POINT (31.6650331 30.4721131),Government and Public Services,Power Tower
power_towers.16084,POINT (31.6650358 30.1402263),Government and Public Services,Power Tower
power_towers.16085,POINT (31.6650417 30.831045),Government and Public Services,Power Tower
power_towers.16086,POINT (31.6650881 31.2214739),Government and Public Services,Power Tower
power_towers.16087,POINT (31.6650916 30.1374439),Government and Public Services,Power Tower
power_towers.16088,POINT (31.6651238 31.3999599),Government and Public Services,Power Tower
power_towers.16089,POINT (31.6651561 30.1064419),Government and Public Services,Power Tower
power_towers.16090,POINT (31.6652469 30.1096953),Government and Public Services,Power Tower
power_towers.16091,POINT (31.6656495 30.1376208),Government and Public Services,Power Tower
power_towers.16092,POINT (31.6656609 26.5211992),Government and Public Services,Power Tower
power_towers.16093,POINT (31.6657421 31.0930618),Government and Public Services,Power Tower
power_towers.16094,POINT (31.6657983 30.1344202),Government and Public Services,Power Tower
power_towers.16095,POINT (31.6658217 30.4725659),Government and Public Services,Power Tower
power_towers.16096,POINT (31.6659494 30.3045607),Government and Public Services,Power Tower
power_towers.16097,POINT (31.6660202 29.9182936),Government and Public Services,Power Tower
power_towers.16098,POINT (31.6660368 30.1546706),Government and Public Services,Power Tower
power_towers.16099,POINT (31.6660771 31.0885979),Government and Public Services,Power Tower
power_towers.16100,POINT (31.6660807 31.3564882),Government and Public Services,Power Tower
power_towers.16101,POINT (31.6661826 31.352819),Government and Public Services,Power Tower
power_towers.16102,POINT (31.6662897 29.9135542),Government and Public Services,Power Tower
power_towers.16103,POINT (31.6663185 30.7044995),Government and Public Services,Power Tower
power_towers.16104,POINT (31.6663702 31.223185),Government and Public Services,Power Tower
power_towers.16105,POINT (31.6663748 30.1345328),Government and Public Services,Power Tower
power_towers.16106,POINT (31.6666534 26.5190538),Government and Public Services,Power Tower
power_towers.16107,POINT (31.6666724 30.1307851),Government and Public Services,Power Tower
power_towers.16108,POINT (31.6668329 26.5431495),Government and Public Services,Power Tower
power_towers.16109,POINT (31.6669223 31.1569861),Government and Public Services,Power Tower
power_towers.16110,POINT (31.6670128 30.1561011),Government and Public Services,Power Tower
power_towers.16111,POINT (31.6670269 30.3049594),Government and Public Services,Power Tower
power_towers.16112,POINT (31.6670721 30.524031),Government and Public Services,Power Tower
power_towers.16113,POINT (31.6671051 29.9174786),Government and Public Services,Power Tower
power_towers.16114,POINT (31.6671091 30.1089135),Government and Public Services,Power Tower
power_towers.16115,POINT (31.6671373 30.131139),Government and Public Services,Power Tower
power_towers.16116,POINT (31.6671929 30.8323347),Government and Public Services,Power Tower
power_towers.16117,POINT (31.6673348 30.2983833),Government and Public Services,Power Tower
power_towers.16118,POINT (31.6673507 26.5202058),Government and Public Services,Power Tower
power_towers.16119,POINT (31.6673791 30.1273912),Government and Public Services,Power Tower
power_towers.16120,POINT (31.6674001 31.205659),Government and Public Services,Power Tower
power_towers.16121,POINT (31.667428 29.7022954),Government and Public Services,Power Tower
power_towers.16122,POINT (31.6675329 31.2246881),Government and Public Services,Power Tower
power_towers.16123,POINT (31.6676941 26.5167976),Government and Public Services,Power Tower
power_towers.16124,POINT (31.667747 31.399772),Government and Public Services,Power Tower
power_towers.16125,POINT (31.6678626 30.1277451),Government and Public Services,Power Tower
power_towers.16126,POINT (31.668066 30.3024896),Government and Public Services,Power Tower
power_towers.16127,POINT (31.6681118 31.4000009),Government and Public Services,Power Tower
power_towers.16128,POINT (31.6681974 30.1241098),Government and Public Services,Power Tower
power_towers.16129,POINT (31.6682479 31.3550179),Government and Public Services,Power Tower
power_towers.16130,POINT (31.668268 26.5190922),Government and Public Services,Power Tower
power_towers.16131,POINT (31.6684243 31.0950874),Government and Public Services,Power Tower
power_towers.16132,POINT (31.6684773 26.5152328),Government and Public Services,Power Tower
power_towers.16133,POINT (31.6686199 31.0907343),Government and Public Services,Power Tower
power_towers.16134,POINT (31.6686234 31.3589575),Government and Public Services,Power Tower
power_towers.16135,POINT (31.6686759 30.1061283),Government and Public Services,Power Tower
power_towers.16136,POINT (31.6687011 30.1515468),Government and Public Services,Power Tower
power_towers.16137,POINT (31.6687739 30.1242545),Government and Public Services,Power Tower
power_towers.16138,POINT (31.6688207 30.1088779),Government and Public Services,Power Tower
power_towers.16139,POINT (31.6688324 31.2264099),Government and Public Services,Power Tower
power_towers.16140,POINT (31.6688855 30.1210534),Government and Public Services,Power Tower
power_towers.16141,POINT (31.6690409 30.3029215),Government and Public Services,Power Tower
power_towers.16142,POINT (31.6691905 26.5169368),Government and Public Services,Power Tower
power_towers.16143,POINT (31.6692847 30.4720643),Government and Public Services,Power Tower
power_towers.16144,POINT (31.6693012 30.153336),Government and Public Services,Power Tower
power_towers.16145,POINT (31.6693279 30.704753),Government and Public Services,Power Tower
power_towers.16146,POINT (31.6694011 29.9194639),Government and Public Services,Power Tower
power_towers.16147,POINT (31.6694245 30.8336982),Government and Public Services,Power Tower
power_towers.16148,POINT (31.6694806 30.1206995),Government and Public Services,Power Tower
power_towers.16149,POINT (31.6695993 29.9139178),Government and Public Services,Power Tower
power_towers.16150,POINT (31.6696957 31.155361),Government and Public Services,Power Tower
power_towers.16151,POINT (31.669741 30.1172248),Government and Public Services,Power Tower
power_towers.16152,POINT (31.6698752 26.5181642),Government and Public Services,Power Tower
power_towers.16153,POINT (31.6698826 26.5435695),Government and Public Services,Power Tower
power_towers.16154,POINT (31.6699392 30.4725128),Government and Public Services,Power Tower
power_towers.16155,POINT (31.6699806 30.2963897),Government and Public Services,Power Tower
power_towers.16156,POINT (31.6700934 29.9213748),Government and Public Services,Power Tower
power_towers.16157,POINT (31.6701454 31.2281283),Government and Public Services,Power Tower
power_towers.16158,POINT (31.6702381 31.3571618),Government and Public Services,Power Tower
power_towers.16159,POINT (31.6702724 30.300341),Government and Public Services,Power Tower
power_towers.16160,POINT (31.6703361 30.1169192),Government and Public Services,Power Tower
power_towers.16161,POINT (31.6704113 30.1140328),Government and Public Services,Power Tower
power_towers.16162,POINT (31.6704468 30.108227),Government and Public Services,Power Tower
power_towers.16163,POINT (31.6704887 26.5172923),Government and Public Services,Power Tower
power_towers.16164,POINT (31.6705214 30.5228988),Government and Public Services,Power Tower
power_towers.16165,POINT (31.6706456 31.2056593),Government and Public Services,Power Tower
power_towers.16166,POINT (31.6708533 31.3995648),Government and Public Services,Power Tower
power_towers.16167,POINT (31.6709342 26.5147912),Government and Public Services,Power Tower
power_towers.16168,POINT (31.6709462 30.1488092),Government and Public Services,Power Tower
power_towers.16169,POINT (31.670971 31.3997997),Government and Public Services,Power Tower
power_towers.16170,POINT (31.6709748 31.092668),Government and Public Services,Power Tower
power_towers.16171,POINT (31.6710488 30.1141553),Government and Public Services,Power Tower
power_towers.16172,POINT (31.6710934 30.3009612),Government and Public Services,Power Tower
power_towers.16173,POINT (31.6711012 31.0971039),Government and Public Services,Power Tower
power_towers.16174,POINT (31.6711728 30.1112755),Government and Public Services,Power Tower
power_towers.16175,POINT (31.6712198 31.3615319),Government and Public Services,Power Tower
power_towers.16176,POINT (31.6713738 31.2297613),Government and Public Services,Power Tower
power_towers.16177,POINT (31.6715359 30.1505895),Government and Public Services,Power Tower
power_towers.16178,POINT (31.6715562 26.5152138),Government and Public Services,Power Tower
power_towers.16179,POINT (31.6715611 31.3997676),Government and Public Services,Power Tower
power_towers.16180,POINT (31.6716614 30.8350478),Government and Public Services,Power Tower
power_towers.16181,POINT (31.6716686 30.1114899),Government and Public Services,Power Tower
power_towers.16182,POINT (31.6716691 29.7015433),Government and Public Services,Power Tower
power_towers.16183,POINT (31.6717601 29.921455),Government and Public Services,Power Tower
power_towers.16184,POINT (31.6717684 30.472494),Government and Public Services,Power Tower
power_towers.16185,POINT (31.6718029 26.5131639),Government and Public Services,Power Tower
power_towers.16186,POINT (31.6718512 26.5165816),Government and Public Services,Power Tower
power_towers.16187,POINT (31.6721332 30.4720317),Government and Public Services,Power Tower
power_towers.16188,POINT (31.672141 26.5438959),Government and Public Services,Power Tower
power_towers.16189,POINT (31.6721999 30.1058066),Government and Public Services,Power Tower
power_towers.16190,POINT (31.6722353 30.1086406),Government and Public Services,Power Tower
power_towers.16191,POINT (31.6722798 30.2945752),Government and Public Services,Power Tower
power_towers.16192,POINT (31.672282 31.3593285),Government and Public Services,Power Tower
power_towers.16193,POINT (31.6723771 31.1537873),Government and Public Services,Power Tower
power_towers.16194,POINT (31.6724797 30.2981997),Government and Public Services,Power Tower
power_towers.16195,POINT (31.6725251 30.7050069),Government and Public Services,Power Tower
power_towers.16196,POINT (31.6725877 31.231355),Government and Public Services,Power Tower
power_towers.16197,POINT (31.6728597 26.515401),Government and Public Services,Power Tower
power_towers.16198,POINT (31.6731029 30.2989002),Government and Public Services,Power Tower
power_towers.16199,POINT (31.6731989 29.9143084),Government and Public Services,Power Tower
power_towers.16200,POINT (31.6732348 31.4005964),Government and Public Services,Power Tower
power_towers.16201,POINT (31.6733373 31.0946259),Government and Public Services,Power Tower
power_towers.16202,POINT (31.6735695 29.9239417),Government and Public Services,Power Tower
power_towers.16203,POINT (31.6736051 30.1455616),Government and Public Services,Power Tower
power_towers.16204,POINT (31.6737051 30.108947),Government and Public Services,Power Tower
power_towers.16205,POINT (31.6737357 31.3640143),Government and Public Services,Power Tower
power_towers.16206,POINT (31.6737706 30.1478072),Government and Public Services,Power Tower
power_towers.16207,POINT (31.6738698 31.2330384),Government and Public Services,Power Tower
power_towers.16208,POINT (31.6739068 31.0992172),Government and Public Services,Power Tower
power_towers.16209,POINT (31.6739112 26.5099143),Government and Public Services,Power Tower
power_towers.16210,POINT (31.6739125 31.2056455),Government and Public Services,Power Tower
power_towers.16211,POINT (31.6739353 30.1079513),Government and Public Services,Power Tower
power_towers.16212,POINT (31.6739558 29.9270934),Government and Public Services,Power Tower
power_towers.16213,POINT (31.6739896 30.8364526),Government and Public Services,Power Tower
power_towers.16214,POINT (31.6739916 26.5128905),Government and Public Services,Power Tower
power_towers.16215,POINT (31.6739986 31.3611563),Government and Public Services,Power Tower
power_towers.16216,POINT (31.6740078 30.4726168),Government and Public Services,Power Tower
power_towers.16217,POINT (31.6740453 26.5134425),Government and Public Services,Power Tower
power_towers.16218,POINT (31.674088 30.7461281),Government and Public Services,Power Tower
power_towers.16219,POINT (31.6741111 29.923467),Government and Public Services,Power Tower
power_towers.16220,POINT (31.674137 30.5216881),Government and Public Services,Power Tower
power_towers.16221,POINT (31.6741598 30.2953619),Government and Public Services,Power Tower
power_towers.16222,POINT (31.6741792 30.7443206),Government and Public Services,Power Tower
power_towers.16223,POINT (31.6741832 30.10933),Government and Public Services,Power Tower
power_towers.16224,POINT (31.6742339 30.7420391),Government and Public Services,Power Tower
power_towers.16225,POINT (31.6744096 31.3983571),Government and Public Services,Power Tower
power_towers.16226,POINT (31.6744474 30.7407474),Government and Public Services,Power Tower
power_towers.16227,POINT (31.6745351 29.9308875),Government and Public Services,Power Tower
power_towers.16228,POINT (31.6745563 29.9264009),Government and Public Services,Power Tower
power_towers.16229,POINT (31.6746116 30.4719947),Government and Public Services,Power Tower
power_towers.16230,POINT (31.6747901 30.2959604),Government and Public Services,Power Tower
power_towers.16231,POINT (31.6748509 31.1523357),Government and Public Services,Power Tower
power_towers.16232,POINT (31.6748527 30.2956236),Government and Public Services,Power Tower
power_towers.16233,POINT (31.6749442 30.2971248),Government and Public Services,Power Tower
power_towers.16234,POINT (31.6750001 26.5083635),Government and Public Services,Power Tower
power_towers.16235,POINT (31.6750286 29.9344392),Government and Public Services,Power Tower
power_towers.16236,POINT (31.6750713 29.9295344),Government and Public Services,Power Tower
power_towers.16237,POINT (31.6751074 26.5111094),Government and Public Services,Power Tower
power_towers.16238,POINT (31.675109 31.2343735),Government and Public Services,Power Tower
power_towers.16239,POINT (31.6751128 30.296921),Government and Public Services,Power Tower
power_towers.16240,POINT (31.6752309 26.5443277),Government and Public Services,Power Tower
power_towers.16241,POINT (31.6752362 26.5134809),Government and Public Services,Power Tower
power_towers.16242,POINT (31.6755004 29.9321887),Government and Public Services,Power Tower
power_towers.16243,POINT (31.6755436 29.9381117),Government and Public Services,Power Tower
power_towers.16244,POINT (31.6756618 30.2959479),Government and Public Services,Power Tower
power_towers.16245,POINT (31.6756707 30.1054849),Government and Public Services,Power Tower
power_towers.16246,POINT (31.6757082 31.362991),Government and Public Services,Power Tower
power_towers.16247,POINT (31.675719 26.52094),Government and Public Services,Power Tower
power_towers.16248,POINT (31.675798 31.0966507),Government and Public Services,Power Tower
power_towers.16249,POINT (31.6758296 30.705288),Government and Public Services,Power Tower
power_towers.16250,POINT (31.6759135 29.934806),Government and Public Services,Power Tower
power_towers.16251,POINT (31.675954 30.1083649),Government and Public Services,Power Tower
power_towers.16252,POINT (31.6761123 29.9423879),Government and Public Services,Power Tower
power_towers.16253,POINT (31.676132 26.506746),Government and Public Services,Power Tower
power_towers.16254,POINT (31.6761916 30.1448638),Government and Public Services,Power Tower
power_towers.16255,POINT (31.6762016 31.3994317),Government and Public Services,Power Tower
