FID,the_geom,CATEGORY,NAME
power_towers.9348,POINT (31.0140447 30.899043),Government and Public Services,Power Tower
power_towers.9349,POINT (31.0141692 29.030754),Government and Public Services,Power Tower
power_towers.9350,POINT (31.0141719 29.761117),Government and Public Services,Power Tower
power_towers.9351,POINT (31.0142361 30.8028279),Government and Public Services,Power Tower
power_towers.9352,POINT (31.0142593 30.9416996),Government and Public Services,Power Tower
power_towers.9353,POINT (31.0144668 30.9209737),Government and Public Services,Power Tower
power_towers.9354,POINT (31.0145226 27.3076707),Government and Public Services,Power Tower
power_towers.9355,POINT (31.0146294 30.9017496),Government and Public Services,Power Tower
power_towers.9356,POINT (31.0147511 30.8003583),Government and Public Services,Power Tower
power_towers.9357,POINT (31.0148122 29.766622),Government and Public Services,Power Tower
power_towers.9358,POINT (31.0148226 30.939445),Government and Public Services,Power Tower
power_towers.9359,POINT (31.01486 30.8329813),Government and Public Services,Power Tower
power_towers.9360,POINT (31.0149711 30.8055417),Government and Public Services,Power Tower
power_towers.9361,POINT (31.0149732 29.7703659),Government and Public Services,Power Tower
power_towers.9362,POINT (31.0150891 30.8021321),Government and Public Services,Power Tower
power_towers.9363,POINT (31.0150944 30.8068733),Government and Public Services,Power Tower
power_towers.9364,POINT (31.0151019 29.1004265),Government and Public Services,Power Tower
power_towers.9365,POINT (31.0151481 30.8005148),Government and Public Services,Power Tower
power_towers.9366,POINT (31.0151556 29.3175549),Government and Public Services,Power Tower
power_towers.9367,POINT (31.0151712 30.9043044),Government and Public Services,Power Tower
power_towers.9368,POINT (31.0152036 29.7642877),Government and Public Services,Power Tower
power_towers.9369,POINT (31.0152393 30.8082279),Government and Public Services,Power Tower
power_towers.9370,POINT (31.0152843 27.2224541),Government and Public Services,Power Tower
power_towers.9371,POINT (31.0153055 30.8058739),Government and Public Services,Power Tower
power_towers.9372,POINT (31.0154075 30.8031142),Government and Public Services,Power Tower
power_towers.9373,POINT (31.0154646 30.7552832),Government and Public Services,Power Tower
power_towers.9374,POINT (31.0154807 30.8109186),Government and Public Services,Power Tower
power_towers.9375,POINT (31.0154943 29.1010728),Government and Public Services,Power Tower
power_towers.9376,POINT (31.0155021 30.8006161),Government and Public Services,Power Tower
power_towers.9377,POINT (31.0155257 27.2193678),Government and Public Services,Power Tower
power_towers.9378,POINT (31.0155577 30.7983498),Government and Public Services,Power Tower
power_towers.9379,POINT (31.0156062 27.2223635),Government and Public Services,Power Tower
power_towers.9380,POINT (31.0156223 30.3508769),Government and Public Services,Power Tower
power_towers.9381,POINT (31.0156577 30.8305117),Government and Public Services,Power Tower
power_towers.9382,POINT (31.0156684 30.8134894),Government and Public Services,Power Tower
power_towers.9383,POINT (31.0156869 29.0372107),Government and Public Services,Power Tower
power_towers.9384,POINT (31.0156919 29.0392514),Government and Public Services,Power Tower
power_towers.9385,POINT (31.0157212 29.9686346),Government and Public Services,Power Tower
power_towers.9386,POINT (31.0157238 30.9069093),Government and Public Services,Power Tower
power_towers.9387,POINT (31.0157349 27.2163674),Government and Public Services,Power Tower
power_towers.9388,POINT (31.0157599 28.9698517),Government and Public Services,Power Tower
power_towers.9389,POINT (31.0158186 30.9251983),Government and Public Services,Power Tower
power_towers.9390,POINT (31.0158369 27.2192296),Government and Public Services,Power Tower
power_towers.9391,POINT (31.0158744 29.3155717),Government and Public Services,Power Tower
power_towers.9392,POINT (31.0159066 29.3169094),Government and Public Services,Power Tower
power_towers.9393,POINT (31.0159171 30.8161851),Government and Public Services,Power Tower
power_towers.9394,POINT (31.0159705 27.21329),Government and Public Services,Power Tower
power_towers.9395,POINT (31.015971 29.7700027),Government and Public Services,Power Tower
power_towers.9396,POINT (31.0160402 27.2052321),Government and Public Services,Power Tower
power_towers.9397,POINT (31.0160619 30.7982758),Government and Public Services,Power Tower
power_towers.9398,POINT (31.0160783 27.2161811),Government and Public Services,Power Tower
power_towers.9399,POINT (31.0160994 30.0233362),Government and Public Services,Power Tower
power_towers.9400,POINT (31.0161478 30.818862),Government and Public Services,Power Tower
power_towers.9401,POINT (31.0161529 27.2104851),Government and Public Services,Power Tower
power_towers.9402,POINT (31.0162284 29.7740444),Government and Public Services,Power Tower
power_towers.9403,POINT (31.0162632 29.0332842),Government and Public Services,Power Tower
power_towers.9404,POINT (31.0162712 30.9094235),Government and Public Services,Power Tower
power_towers.9405,POINT (31.0162977 27.2130851),Government and Public Services,Power Tower
power_towers.9406,POINT (31.0163229 30.7963446),Government and Public Services,Power Tower
power_towers.9407,POINT (31.0163444 30.8067722),Government and Public Services,Power Tower
power_towers.9408,POINT (31.0163784 30.8215293),Government and Public Services,Power Tower
power_towers.9409,POINT (31.0164186 27.2047863),Government and Public Services,Power Tower
power_towers.9410,POINT (31.0164587 27.2067495),Government and Public Services,Power Tower
power_towers.9411,POINT (31.0164855 27.2106377),Government and Public Services,Power Tower
power_towers.9412,POINT (31.0165125 29.1214329),Government and Public Services,Power Tower
power_towers.9413,POINT (31.0165536 30.7980588),Government and Public Services,Power Tower
power_towers.9414,POINT (31.0165928 30.9117009),Government and Public Services,Power Tower
power_towers.9415,POINT (31.0166145 30.8245327),Government and Public Services,Power Tower
power_towers.9416,POINT (31.0166781 29.7684911),Government and Public Services,Power Tower
power_towers.9417,POINT (31.0167111 29.9688834),Government and Public Services,Power Tower
power_towers.9418,POINT (31.0167376 27.206797),Government and Public Services,Power Tower
power_towers.9419,POINT (31.0167789 30.7965289),Government and Public Services,Power Tower
power_towers.9420,POINT (31.0168057 30.8270152),Government and Public Services,Power Tower
power_towers.9421,POINT (31.0168593 30.9235833),Government and Public Services,Power Tower
power_towers.9422,POINT (31.0169237 30.7948654),Government and Public Services,Power Tower
power_towers.9423,POINT (31.0169452 30.9142822),Government and Public Services,Power Tower
power_towers.9424,POINT (31.0170273 27.2069165),Government and Public Services,Power Tower
power_towers.9425,POINT (31.0170364 30.8294105),Government and Public Services,Power Tower
power_towers.9426,POINT (31.0171474 27.2249551),Government and Public Services,Power Tower
power_towers.9427,POINT (31.017194 29.773644),Government and Public Services,Power Tower
power_towers.9428,POINT (31.0172849 27.2034359),Government and Public Services,Power Tower
power_towers.9429,POINT (31.0172992 30.916864),Government and Public Services,Power Tower
power_towers.9430,POINT (31.0173254 29.099536),Government and Public Services,Power Tower
power_towers.9431,POINT (31.017355 27.2246725),Government and Public Services,Power Tower
power_towers.9432,POINT (31.0173922 27.2049556),Government and Public Services,Power Tower
power_towers.9433,POINT (31.017403 30.7950088),Government and Public Services,Power Tower
power_towers.9434,POINT (31.0174301 29.7775738),Government and Public Services,Power Tower
power_towers.9435,POINT (31.0174994 27.1917342),Government and Public Services,Power Tower
power_towers.9436,POINT (31.0175192 30.9235416),Government and Public Services,Power Tower
power_towers.9437,POINT (31.0175374 30.3479741),Government and Public Services,Power Tower
power_towers.9438,POINT (31.0175623 29.0397458),Government and Public Services,Power Tower
power_towers.9439,POINT (31.0175775 29.0415237),Government and Public Services,Power Tower
power_towers.9440,POINT (31.0175943 30.7955659),Government and Public Services,Power Tower
power_towers.9441,POINT (31.017664 30.7930132),Government and Public Services,Power Tower
power_towers.9442,POINT (31.0176747 30.9194504),Government and Public Services,Power Tower
power_towers.9443,POINT (31.0177391 30.8079791),Government and Public Services,Power Tower
power_towers.9444,POINT (31.0177391 30.8301514),Government and Public Services,Power Tower
power_towers.9445,POINT (31.0177461 27.2052085),Government and Public Services,Power Tower
power_towers.9446,POINT (31.0177622 27.1985144),Government and Public Services,Power Tower
power_towers.9447,POINT (31.0177627 29.3137381),Government and Public Services,Power Tower
power_towers.9448,POINT (31.0177676 27.2063822),Government and Public Services,Power Tower
power_towers.9449,POINT (31.0178266 27.2060577),Government and Public Services,Power Tower
power_towers.9450,POINT (31.0179129 27.3095201),Government and Public Services,Power Tower
power_towers.9451,POINT (31.0179215 30.9219358),Government and Public Services,Power Tower
power_towers.9452,POINT (31.0179661 27.2062245),Government and Public Services,Power Tower
power_towers.9453,POINT (31.0179714 27.1916724),Government and Public Services,Power Tower
power_towers.9454,POINT (31.0179957 29.1000637),Government and Public Services,Power Tower
power_towers.9455,POINT (31.0180142 29.7723925),Government and Public Services,Power Tower
power_towers.9456,POINT (31.0180626 27.1943919),Government and Public Services,Power Tower
power_towers.9457,POINT (31.0180932 30.7903402),Government and Public Services,Power Tower
power_towers.9458,POINT (31.0181272 30.7932531),Government and Public Services,Power Tower
power_towers.9459,POINT (31.0181307 30.7568969),Government and Public Services,Power Tower
power_towers.9460,POINT (31.018304 27.2010481),Government and Public Services,Power Tower
power_towers.9461,POINT (31.0184386 29.3170217),Government and Public Services,Power Tower
power_towers.9462,POINT (31.0184922 29.777462),Government and Public Services,Power Tower
power_towers.9463,POINT (31.0185185 29.0363472),Government and Public Services,Power Tower
power_towers.9464,POINT (31.018533 30.7876628),Government and Public Services,Power Tower
power_towers.9465,POINT (31.0185401 27.1943872),Government and Public Services,Power Tower
power_towers.9466,POINT (31.0185885 28.9695551),Government and Public Services,Power Tower
power_towers.9467,POINT (31.0186135 30.7900179),Government and Public Services,Power Tower
power_towers.9468,POINT (31.0186135 30.8270144),Government and Public Services,Power Tower
power_towers.9469,POINT (31.0186317 29.7811124),Government and Public Services,Power Tower
power_towers.9470,POINT (31.0186475 27.2025749),Government and Public Services,Power Tower
power_towers.9471,POINT (31.0186832 30.7929439),Government and Public Services,Power Tower
power_towers.9472,POINT (31.018701 27.1973409),Government and Public Services,Power Tower
power_towers.9473,POINT (31.0188566 27.2071691),Government and Public Services,Power Tower
power_towers.9474,POINT (31.018871 30.7883126),Government and Public Services,Power Tower
power_towers.9475,POINT (31.0189729 30.7849891),Government and Public Services,Power Tower
power_towers.9476,POINT (31.0189748 30.0252963),Government and Public Services,Power Tower
power_towers.9477,POINT (31.0190014 27.2081567),Government and Public Services,Power Tower
power_towers.9478,POINT (31.0190641 30.7901515),Government and Public Services,Power Tower
power_towers.9479,POINT (31.0190699 29.9676521),Government and Public Services,Power Tower
power_towers.9480,POINT (31.0191339 30.7865982),Government and Public Services,Power Tower
power_towers.9481,POINT (31.0191411 30.8092238),Government and Public Services,Power Tower
power_towers.9482,POINT (31.0191574 27.2276202),Government and Public Services,Power Tower
power_towers.9483,POINT (31.0191677 27.2061579),Government and Public Services,Power Tower
power_towers.9484,POINT (31.0191731 27.1972929),Government and Public Services,Power Tower
power_towers.9485,POINT (31.0191896 29.315263),Government and Public Services,Power Tower
power_towers.9486,POINT (31.0192317 29.7759608),Government and Public Services,Power Tower
power_towers.9487,POINT (31.0193286 27.2002511),Government and Public Services,Power Tower
power_towers.9488,POINT (31.0193752 30.7849292),Government and Public Services,Power Tower
power_towers.9489,POINT (31.0194037 27.2059716),Government and Public Services,Power Tower
power_towers.9490,POINT (31.0194151 29.0423007),Government and Public Services,Power Tower
power_towers.9491,POINT (31.0194182 30.7877089),Government and Public Services,Power Tower
power_towers.9492,POINT (31.0194578 30.3450159),Government and Public Services,Power Tower
power_towers.9493,POINT (31.0194793 27.2274485),Government and Public Services,Power Tower
power_towers.9494,POINT (31.0195486 27.2079658),Government and Public Services,Power Tower
power_towers.9495,POINT (31.0195891 29.0439531),Government and Public Services,Power Tower
power_towers.9496,POINT (31.0197025 30.8227026),Government and Public Services,Power Tower
power_towers.9497,POINT (31.0197046 29.7810192),Government and Public Services,Power Tower
power_towers.9498,POINT (31.0197904 29.7845391),Government and Public Services,Power Tower
power_towers.9499,POINT (31.0197928 27.2052847),Government and Public Services,Power Tower
power_towers.9500,POINT (31.0198061 27.200237),Government and Public Services,Power Tower
power_towers.9501,POINT (31.0198205 30.7848739),Government and Public Services,Power Tower
power_towers.9502,POINT (31.0198543 27.1963484),Government and Public Services,Power Tower
power_towers.9503,POINT (31.0198973 27.2060575),Government and Public Services,Power Tower
power_towers.9504,POINT (31.0199457 27.2031307),Government and Public Services,Power Tower
power_towers.9505,POINT (31.0200673 30.9256907),Government and Public Services,Power Tower
power_towers.9506,POINT (31.0202078 29.9678208),Government and Public Services,Power Tower
power_towers.9507,POINT (31.0203424 29.1209926),Government and Public Services,Power Tower
power_towers.9508,POINT (31.0203583 29.7792854),Government and Public Services,Power Tower
power_towers.9509,POINT (31.02041 29.0382781),Government and Public Services,Power Tower
power_towers.9510,POINT (31.0204337 27.1933377),Government and Public Services,Power Tower
power_towers.9511,POINT (31.0204419 27.2032166),Government and Public Services,Power Tower
power_towers.9512,POINT (31.0204682 29.0990248),Government and Public Services,Power Tower
power_towers.9513,POINT (31.0204696 30.7848281),Government and Public Services,Power Tower
power_towers.9514,POINT (31.0205393 30.8104348),Government and Public Services,Power Tower
power_towers.9515,POINT (31.0205706 27.2039895),Government and Public Services,Power Tower
power_towers.9516,POINT (31.0206804 30.8188391),Government and Public Services,Power Tower
power_towers.9517,POINT (31.0206842 30.7584412),Government and Public Services,Power Tower
power_towers.9518,POINT (31.0206912 27.2090154),Government and Public Services,Power Tower
power_towers.9519,POINT (31.0207502 27.208171),Government and Public Services,Power Tower
power_towers.9520,POINT (31.0209062 27.3100397),Government and Public Services,Power Tower
power_towers.9521,POINT (31.0209062 29.7878819),Government and Public Services,Power Tower
power_towers.9522,POINT (31.0209277 29.7846881),Government and Public Services,Power Tower
power_towers.9523,POINT (31.0209862 27.2099698),Government and Public Services,Power Tower
power_towers.9524,POINT (31.0210721 27.2079327),Government and Public Services,Power Tower
power_towers.9525,POINT (31.0210935 27.1959092),Government and Public Services,Power Tower
power_towers.9526,POINT (31.0211744 29.3125781),Government and Public Services,Power Tower
power_towers.9527,POINT (31.021226 30.7839107),Government and Public Services,Power Tower
power_towers.9528,POINT (31.0212796 30.7841688),Government and Public Services,Power Tower
power_towers.9529,POINT (31.0212816 29.0448376),Government and Public Services,Power Tower
power_towers.9530,POINT (31.0213032 27.2304729),Government and Public Services,Power Tower
power_towers.9531,POINT (31.0213456 30.7834328),Government and Public Services,Power Tower
power_towers.9532,POINT (31.0214265 29.0461643),Government and Public Services,Power Tower
power_towers.9533,POINT (31.0215339 27.2301244),Government and Public Services,Power Tower
power_towers.9534,POINT (31.0215362 29.7827918),Government and Public Services,Power Tower
power_towers.9535,POINT (31.0215478 30.8153594),Government and Public Services,Power Tower
power_towers.9536,POINT (31.0215693 30.7837586),Government and Public Services,Power Tower
power_towers.9537,POINT (31.0215982 30.3417569),Government and Public Services,Power Tower
power_towers.9538,POINT (31.0216945 28.969194),Government and Public Services,Power Tower
power_towers.9539,POINT (31.0219502 30.8117018),Government and Public Services,Power Tower
power_towers.9540,POINT (31.0219541 30.0272694),Government and Public Services,Power Tower
power_towers.9541,POINT (31.0220971 29.7913549),Government and Public Services,Power Tower
power_towers.9542,POINT (31.0221808 30.7851783),Government and Public Services,Power Tower
power_towers.9543,POINT (31.022183 29.316423),Government and Public Services,Power Tower
power_towers.9544,POINT (31.022183 29.7883567),Government and Public Services,Power Tower
power_towers.9545,POINT (31.0224035 29.0407082),Government and Public Services,Power Tower
power_towers.9546,POINT (31.0224297 29.7970344),Government and Public Services,Power Tower
power_towers.9547,POINT (31.0224866 30.8116597),Government and Public Services,Power Tower
power_towers.9548,POINT (31.0225027 30.9277295),Government and Public Services,Power Tower
power_towers.9549,POINT (31.0226443 29.3135978),Government and Public Services,Power Tower
power_towers.9550,POINT (31.0226757 29.9665942),Government and Public Services,Power Tower
power_towers.9551,POINT (31.0228012 29.7865485),Government and Public Services,Power Tower
power_towers.9552,POINT (31.0229496 27.1947596),Government and Public Services,Power Tower
power_towers.9553,POINT (31.0231196 30.7873812),Government and Public Services,Power Tower
power_towers.9554,POINT (31.023148 29.0473923),Government and Public Services,Power Tower
power_towers.9555,POINT (31.0232237 29.7946975),Government and Public Services,Power Tower
power_towers.9556,POINT (31.0232344 29.8003488),Government and Public Services,Power Tower
power_towers.9557,POINT (31.0232554 27.2120928),Government and Public Services,Power Tower
power_towers.9558,POINT (31.0232822 27.2095595),Government and Public Services,Power Tower
power_towers.9559,POINT (31.0233524 29.7918298),Government and Public Services,Power Tower
power_towers.9560,POINT (31.0233844 30.8129463),Government and Public Services,Power Tower
power_towers.9561,POINT (31.02339 27.2332632),Government and Public Services,Power Tower
power_towers.9562,POINT (31.0234378 27.1978419),Government and Public Services,Power Tower
power_towers.9563,POINT (31.0234812 27.3080806),Government and Public Services,Power Tower
power_towers.9564,POINT (31.0235005 30.8076515),Government and Public Services,Power Tower
power_towers.9565,POINT (31.0235052 29.0486451),Government and Public Services,Power Tower
power_towers.9566,POINT (31.0235236 27.2058335),Government and Public Services,Power Tower
power_towers.9567,POINT (31.023567 29.7971),Government and Public Services,Power Tower
power_towers.9568,POINT (31.023588 27.2116682),Government and Public Services,Power Tower
power_towers.9569,POINT (31.0236743 27.2329005),Government and Public Services,Power Tower
power_towers.9570,POINT (31.0237279 30.3385022),Government and Public Services,Power Tower
power_towers.9571,POINT (31.0238482 29.9666821),Government and Public Services,Power Tower
power_towers.9572,POINT (31.0238518 29.097652),Government and Public Services,Power Tower
power_towers.9573,POINT (31.0239045 27.2093971),Government and Public Services,Power Tower
power_towers.9574,POINT (31.0239259 30.8060262),Government and Public Services,Power Tower
power_towers.9575,POINT (31.0239425 29.3112122),Government and Public Services,Power Tower
power_towers.9576,POINT (31.0239961 29.8035701),Government and Public Services,Power Tower
power_towers.9577,POINT (31.0239994 30.7602713),Government and Public Services,Power Tower
power_towers.9578,POINT (31.0240492 29.1205755),Government and Public Services,Power Tower
power_towers.9579,POINT (31.024165 29.7905108),Government and Public Services,Power Tower
power_towers.9580,POINT (31.0242693 27.2045928),Government and Public Services,Power Tower
power_towers.9581,POINT (31.0242944 30.790298),Government and Public Services,Power Tower
power_towers.9582,POINT (31.0242965 29.8003959),Government and Public Services,Power Tower
power_towers.9583,POINT (31.0243223 29.7946481),Government and Public Services,Power Tower
power_towers.9584,POINT (31.024568 30.7842387),Government and Public Services,Power Tower
power_towers.9585,POINT (31.0245911 30.8033123),Government and Public Services,Power Tower
power_towers.9586,POINT (31.0246602 29.0434511),Government and Public Services,Power Tower
power_towers.9587,POINT (31.0246914 30.7839117),Government and Public Services,Power Tower
power_towers.9588,POINT (31.0247611 30.8141667),Government and Public Services,Power Tower
power_towers.9589,POINT (31.0248148 30.929699),Government and Public Services,Power Tower
power_towers.9590,POINT (31.0248222 29.8069402),Government and Public Services,Power Tower
power_towers.9591,POINT (31.0248447 30.0292159),Government and Public Services,Power Tower
power_towers.9592,POINT (31.0248577 30.7848557),Government and Public Services,Power Tower
power_towers.9593,POINT (31.0248776 30.7866881),Government and Public Services,Power Tower
power_towers.9594,POINT (31.0248917 28.9681005),Government and Public Services,Power Tower
power_towers.9595,POINT (31.0249774 27.1926837),Government and Public Services,Power Tower
power_towers.9596,POINT (31.0250008 29.049935),Government and Public Services,Power Tower
power_towers.9597,POINT (31.0251978 29.804064),Government and Public Services,Power Tower
power_towers.9598,POINT (31.0253587 29.31226),Government and Public Services,Power Tower
power_towers.9599,POINT (31.0253826 29.05092),Government and Public Services,Power Tower
power_towers.9600,POINT (31.0254259 29.7942226),Government and Public Services,Power Tower
power_towers.9601,POINT (31.0254263 30.7930169),Government and Public Services,Power Tower
power_towers.9602,POINT (31.0254387 27.2107475),Government and Public Services,Power Tower
power_towers.9603,POINT (31.0255518 27.2361391),Government and Public Services,Power Tower
power_towers.9604,POINT (31.0256591 29.8104125),Government and Public Services,Power Tower
power_towers.9605,POINT (31.025664 27.2143205),Government and Public Services,Power Tower
power_towers.9606,POINT (31.0256749 30.3355324),Government and Public Services,Power Tower
power_towers.9607,POINT (31.0257069 27.213691),Government and Public Services,Power Tower
power_towers.9608,POINT (31.0257214 30.798837),Government and Public Services,Power Tower
power_towers.9609,POINT (31.0257741 27.1998266),Government and Public Services,Power Tower
power_towers.9610,POINT (31.0258951 29.3157868),Government and Public Services,Power Tower
power_towers.9611,POINT (31.0260078 27.2359769),Government and Public Services,Power Tower
power_towers.9612,POINT (31.0260561 29.8076942),Government and Public Services,Power Tower
power_towers.9613,POINT (31.0260985 29.96559),Government and Public Services,Power Tower
power_towers.9614,POINT (31.0261146 27.2083191),Government and Public Services,Power Tower
power_towers.9615,POINT (31.0261452 30.8153786),Government and Public Services,Power Tower
power_towers.9616,POINT (31.0261473 27.3060403),Government and Public Services,Power Tower
power_towers.9617,POINT (31.0265223 30.7957048),Government and Public Services,Power Tower
power_towers.9618,POINT (31.0265603 29.8142013),Government and Public Services,Power Tower
power_towers.9619,POINT (31.0266359 29.0458234),Government and Public Services,Power Tower
power_towers.9620,POINT (31.026762 29.7981573),Government and Public Services,Power Tower
power_towers.9621,POINT (31.0268071 29.3097533),Government and Public Services,Power Tower
power_towers.9622,POINT (31.0268229 29.0524929),Government and Public Services,Power Tower
power_towers.9623,POINT (31.0268747 30.784211),Government and Public Services,Power Tower
power_towers.9624,POINT (31.0269358 29.81139),Government and Public Services,Power Tower
power_towers.9625,POINT (31.0270804 30.7619727),Government and Public Services,Power Tower
power_towers.9626,POINT (31.0272792 27.238419),Government and Public Services,Power Tower
power_towers.9627,POINT (31.0274079 29.8177106),Government and Public Services,Power Tower
power_towers.9628,POINT (31.0275201 27.2064346),Government and Public Services,Power Tower
power_towers.9629,POINT (31.0275399 30.81659),Government and Public Services,Power Tower
power_towers.9630,POINT (31.0276386 27.2380851),Government and Public Services,Power Tower
power_towers.9631,POINT (31.027651 30.7878861),Government and Public Services,Power Tower
power_towers.9632,POINT (31.0276569 29.96552),Government and Public Services,Power Tower
power_towers.9633,POINT (31.0276922 30.3324507),Government and Public Services,Power Tower
power_towers.9634,POINT (31.0277885 29.1201444),Government and Public Services,Power Tower
power_towers.9635,POINT (31.027826 30.0311854),Government and Public Services,Power Tower
power_towers.9636,POINT (31.0278296 30.932239),Government and Public Services,Power Tower
power_towers.9637,POINT (31.0278473 27.2074031),Government and Public Services,Power Tower
power_towers.9638,POINT (31.0278585 29.8150949),Government and Public Services,Power Tower
power_towers.9639,POINT (31.0279154 30.7847781),Government and Public Services,Power Tower
power_towers.9640,POINT (31.0279707 27.2016922),Government and Public Services,Power Tower
power_towers.9641,POINT (31.0280136 27.2158425),Government and Public Services,Power Tower
power_towers.9642,POINT (31.0280834 27.2096216),Government and Public Services,Power Tower
power_towers.9643,POINT (31.0281668 27.2166473),Government and Public Services,Power Tower
power_towers.9644,POINT (31.0281836 30.7856988),Government and Public Services,Power Tower
power_towers.9645,POINT (31.0282175 27.2052562),Government and Public Services,Power Tower
power_towers.9646,POINT (31.0282877 29.8214526),Government and Public Services,Power Tower
power_towers.9647,POINT (31.0286739 29.8185019),Government and Public Services,Power Tower
power_towers.9648,POINT (31.0286907 29.0482476),Government and Public Services,Power Tower
power_towers.9649,POINT (31.0287006 29.05129),Government and Public Services,Power Tower
power_towers.9650,POINT (31.0287056 27.2043354),Government and Public Services,Power Tower
power_towers.9651,POINT (31.028707 29.0550046),Government and Public Services,Power Tower
power_towers.9652,POINT (31.0288402 27.3040004),Government and Public Services,Power Tower
power_towers.9653,POINT (31.0288885 29.3105667),Government and Public Services,Power Tower
power_towers.9654,POINT (31.0289454 30.8178339),Government and Public Services,Power Tower
power_towers.9655,POINT (31.029031 29.8013645),Government and Public Services,Power Tower
power_towers.9656,POINT (31.0291996 29.8250827),Government and Public Services,Power Tower
power_towers.9657,POINT (31.0294459 30.7886495),Government and Public Services,Power Tower
power_towers.9658,POINT (31.0295751 29.8223648),Government and Public Services,Power Tower
power_towers.9659,POINT (31.029661 29.3084061),Government and Public Services,Power Tower
power_towers.9660,POINT (31.0297179 30.7633964),Government and Public Services,Power Tower
power_towers.9661,POINT (31.0297841 30.3292587),Government and Public Services,Power Tower
power_towers.9662,POINT (31.0299163 30.7836073),Government and Public Services,Power Tower
power_towers.9663,POINT (31.0299721 29.3151226),Government and Public Services,Power Tower
power_towers.9664,POINT (31.0300686 29.828694),Government and Public Services,Power Tower
power_towers.9665,POINT (31.0300896 27.2184326),Government and Public Services,Power Tower
power_towers.9666,POINT (31.0302828 27.2179556),Government and Public Services,Power Tower
power_towers.9667,POINT (31.0303231 29.0571916),Government and Public Services,Power Tower
power_towers.9668,POINT (31.030324 30.819055),Government and Public Services,Power Tower
power_towers.9669,POINT (31.0304656 29.8259111),Government and Public Services,Power Tower
power_towers.9670,POINT (31.0305244 29.0538485),Government and Public Services,Power Tower
power_towers.9671,POINT (31.030544 30.9345029),Government and Public Services,Power Tower
power_towers.9672,POINT (31.0306603 29.0505722),Government and Public Services,Power Tower
power_towers.9673,POINT (31.0306799 30.0331545),Government and Public Services,Power Tower
power_towers.9674,POINT (31.0308411 29.8319516),Government and Public Services,Power Tower
power_towers.9675,POINT (31.0310552 27.2083287),Government and Public Services,Power Tower
power_towers.9676,POINT (31.0310933 27.2398928),Government and Public Services,Power Tower
power_towers.9677,POINT (31.0311072 30.7846583),Government and Public Services,Power Tower
power_towers.9678,POINT (31.0311362 29.055443),Government and Public Services,Power Tower
power_towers.9679,POINT (31.0311411 27.2069881),Government and Public Services,Power Tower
power_towers.9680,POINT (31.0313454 29.8296806),Government and Public Services,Power Tower
power_towers.9681,POINT (31.0314186 29.8047501),Government and Public Services,Power Tower
power_towers.9682,POINT (31.0314774 30.7643693),Government and Public Services,Power Tower
power_towers.9683,POINT (31.0314902 27.3019554),Government and Public Services,Power Tower
power_towers.9684,POINT (31.0315063 27.2396304),Government and Public Services,Power Tower
power_towers.9685,POINT (31.0316616 30.8202118),Government and Public Services,Power Tower
power_towers.9686,POINT (31.0316724 29.1196943),Government and Public Services,Power Tower
power_towers.9687,POINT (31.0317316 29.8356837),Government and Public Services,Power Tower
power_towers.9688,POINT (31.031928 30.7856481),Government and Public Services,Power Tower
power_towers.9689,POINT (31.0319672 27.2058953),Government and Public Services,Power Tower
power_towers.9690,POINT (31.0319891 30.3258757),Government and Public Services,Power Tower
power_towers.9691,POINT (31.0320101 27.2043593),Government and Public Services,Power Tower
power_towers.9692,POINT (31.0321157 30.7665954),Government and Public Services,Power Tower
power_towers.9693,POINT (31.032155 29.0597122),Government and Public Services,Power Tower
power_towers.9694,POINT (31.0321715 29.833115),Government and Public Services,Power Tower
power_towers.9695,POINT (31.0321946 30.7898264),Government and Public Services,Power Tower
power_towers.9696,POINT (31.0324075 29.3088926),Government and Public Services,Power Tower
power_towers.9697,POINT (31.0324719 29.307115),Government and Public Services,Power Tower
power_towers.9698,POINT (31.0324742 29.077923),Government and Public Services,Power Tower
power_towers.9699,POINT (31.0325281 29.0566336),Government and Public Services,Power Tower
power_towers.9700,POINT (31.0326629 30.7830635),Government and Public Services,Power Tower
power_towers.9701,POINT (31.032665 29.8395459),Government and Public Services,Power Tower
power_towers.9702,POINT (31.0327639 29.0754172),Government and Public Services,Power Tower
power_towers.9703,POINT (31.0327792 29.0530847),Government and Public Services,Power Tower
power_towers.9704,POINT (31.0328346 30.7423883),Government and Public Services,Power Tower
power_towers.9705,POINT (31.0328456 28.9653884),Government and Public Services,Power Tower
power_towers.9706,POINT (31.0328936 30.7692875),Government and Public Services,Power Tower
power_towers.9707,POINT (31.0329976 29.8364654),Government and Public Services,Power Tower
power_towers.9708,POINT (31.0330813 30.8214733),Government and Public Services,Power Tower
power_towers.9709,POINT (31.0331126 29.0721023),Government and Public Services,Power Tower
power_towers.9710,POINT (31.0331903 27.2012483),Government and Public Services,Power Tower
power_towers.9711,POINT (31.0333141 27.240742),Government and Public Services,Power Tower
power_towers.9712,POINT (31.0333809 29.069695),Government and Public Services,Power Tower
power_towers.9713,POINT (31.0335067 30.9370028),Government and Public Services,Power Tower
power_towers.9714,POINT (31.0335877 29.8432777),Government and Public Services,Power Tower
power_towers.9715,POINT (31.0336626 30.7392259),Government and Public Services,Power Tower
power_towers.9716,POINT (31.0336682 27.2404699),Government and Public Services,Power Tower
